baseMean	REFSEQ	log2FoldChange	lfcSE	stat	pvalue	padj	geneID	GENENAME	biotype
91.71867804558252	LOC110675916	10.052484416609577	1.0590981819723653	9.019451245605884	1.8903381227612386e-19	1.7456716581899227e-16	AAEL026012		lncRNA
58.85092340456966	LOC110675917	9.413227474194267	1.0905776702756476	8.17294147599906	3.0095999575768504e-16	1.889908389359959e-13	AAEL020705		lncRNA
2757.2701801600533	LOC110679719	7.68692028800947	0.38736469416856706	18.553369463459628	7.65964712939711e-77	1.2024880028440522e-72	AAEL024760		lncRNA
8.79077627400561	LOC110674603	6.64948816110345	1.066987173767187	5.763413387052812	8.242956376575118e-9	2.2155735153414735e-6	AAEL021117		lncRNA
314.8592102335285	LOC5575570	6.390263081505618	0.4757269809893367	12.381603980619396	3.287070141425431e-35	8.60061902503964e-32	AAEL002666	AMP dependent ligase [Source:VB Community Annotation]	protein_coding
881.0244112101024	LOC110676888	6.156047809688482	0.6540916479453348	8.647179378387632	5.278795824728377e-18	3.766900711473218e-15	AAEL025416		protein_coding
1634.7680979104407	LOC110676610	6.058713142280053	0.38828233321665095	14.316162922556773	1.7343839731076893e-46	9.076031331272539e-43	AAEL026349		lncRNA
12.943536890602388	LOC110679377	6.039409665013228	1.0216225500080929	5.422168554295661	5.888032149638776e-8	1.1554527089647394e-5	AAEL025940		lncRNA
753.2020825425349	LOC5568187	5.979864371738662	0.3460514747421637	15.835402452255416	1.7732100072658827e-56	1.3918811952033546e-52	AAEL006615	zinc finger protein [Source:VB Community Annotation]	protein_coding
11.951019328703289	LOC5569405	5.926324900008252	1.0402655107824392	5.216288383844258	1.82543902716662e-7	3.1149529660313875e-5	AAEL021909		lncRNA
155.38549098424	LOC110676688	5.909656989071687	0.6162871080264875	8.7778194912998	1.666744968033185e-18	1.3083114626576486e-15	AAEL023901		lncRNA
284.25955502614454	LOC110676574	5.88904010251832	0.4168880874891322	12.926826801350629	3.1766097527565447e-38	9.973919301705e-35	AAEL021124		lncRNA
11.36255340032864	LOC110678854	5.862285876114583	1.0268598350751315	5.222023194355678	1.7697879524896697e-7	3.0899657597075124e-5	AAEL021753		lncRNA
6.877156539203436	LOC5574235	5.708837551039662	1.0787409169229343	4.828627031129647	1.3747762267076362e-6	1.9270189270609983e-4	AAEL010995	pickpocket 312 [Source:VB Community Annotation]	protein_coding
71.11287935852167	LOC5571192	5.6098645041156745	1.1001438816949691	4.64472383034391	3.4053167386099944e-6	4.311295764470831e-4	AAEL021510		protein_coding
6.347755515096975	LOC5574861	5.586638965306896	1.3351134882145228	3.8098925748322507	1.390271871672463e-4	0.008800757303784677	AAEL020241		lncRNA
164.38586496942625	LOC110679211	5.559868347205622	0.6121561667517268	8.265649554842696	1.3893614205253948e-16	9.088160392011738e-14	AAEL023667		lncRNA
276.99513512142556	LOC110676661	5.342872860191883	0.94157750158836	5.143360851361013	2.698665555842842e-7	4.507058570337955e-5	AAEL024788		protein_coding
266.43275828826626	LOC110676509	5.22645567715044	0.3869571171464564	12.214417225362883	2.6036042541348055e-34	5.839140455094616e-31	AAEL023794		lncRNA
4.854397447007395	LOC110675744	5.160823050362273	1.2023364818569922	3.876471454283493	1.059822373055114e-4	0.007080064440252015	AAEL022185		protein_coding
194.40230896355024	LOC5571971	5.064611723734808	0.7246295127137751	6.299235186599151	2.9911784912275214e-10	1.0672388894041105e-7	AAEL009451	actin [Source:VB Community Annotation]	protein_coding
856.5541142131225	LOC110677214	5.040914481464601	0.4693286845425824	9.675339758724254	3.838146400320809e-22	6.025506033863638e-19	AAEL024901		lncRNA
2.7798945629261125	LOC110674217	5.03385076494919	1.3165907863501198	3.4436294192199424	5.739618191429555e-4	0.02673776438790878	AAEL020511		protein_coding
66.07640797002918	LOC110675632	4.965177015084268	0.46732169899092274	9.554824919805402	1.2379305552322248e-21	1.7667519805991544e-18	AAEL025106		protein_coding
139.9127004187599	LOC5574451	4.962867417366238	0.6704640515707546	6.656385837407224	2.8064293125012657e-11	1.1907603723501992e-8	AAEL011169	hexamerin 2 beta [Source:VB Community Annotation]	protein_coding
77.48481900809234	LOC5575519	4.949784537598657	0.5506842063610373	8.080465148988326	6.452019506756224e-16	3.895779009098691e-13	AAEL024295		protein_coding
22.55227014973982	LOC110679701	4.947959467552513	1.6021845770550125	2.7761841745651683	0.00550010422623899	0.12923553306158114	AAEL024270		lncRNA
29.8774567280991	LOC110675211	4.941645461093189	0.589918428412999	7.529253617389308	5.103117920010326e-14	2.7625464905600725e-11	AAEL022223		protein_coding
107.21330732519355	LOC110676153	4.918050474623594	0.47150860710313264	9.370031443895229	7.25109226850848e-21	8.153207274929994e-18	AAEL023448		protein_coding
2.6185475199330583	LOC110679341	4.905583908572786	1.4433443205043948	3.052344368551781	0.0022706144164955006	0.0704220620054397	AAEL020790		protein_coding
63.77588837198532	LOC5576588	4.890048019147954	0.43861691140102704	10.008843491978668	1.393722225122005e-23	2.4311161346878172e-20	AAEL002940	AMP dependent ligase [Source:VB Community Annotation]	protein_coding
3.8082275738999107	LOC5575436	4.871389941614977	1.1093172041281572	3.940613131525867	8.127360960965531e-5	0.005907011098435087	AAEL002643		protein_coding
10.415773582450068	LOC110679885	4.724144814045105	1.04022718796202	4.060790626248594	4.890681602667824e-5	0.003969221983287816	AAEL023439		lncRNA
156.83280713542229	LOC5571251	4.700620835152632	0.4465836742588501	9.406122698336384	5.147766469544542e-21	6.734565483781647e-18	AAEL001555		protein_coding
197.42252829578578	LOC5572421	4.673637453667056	1.0649027255437418	3.9192663832614265	8.881890568062376e-5	0.0062248571441076445	AAEL009801	cuticle protein, putative [Source:VB Community Annotation]	protein_coding
21.711417103329467	LOC5573340	4.607293512964049	0.8616691817558452	4.766671014732722	1.8729476011441441e-6	2.6020711849877805e-4	AAEL010439		protein_coding
