baseMean	REFSEQ	log2FoldChange	lfcSE	stat	pvalue	padj	geneID	GENENAME	biotype
37.474724912931	LOC5575570	8.794858988838417	1.2195978448093963	6.801306696417434	1.0367444161462633e-11	2.3013436189503916e-9	AAEL002666	AMP dependent ligase [Source:VB Community Annotation]	protein_coding
5420.844943166714	LOC110676610	8.60151510823156	0.16750468098418944	48.3659027355555	0	0	AAEL026349		lncRNA
1844.7697892298324	LOC5572170	8.093318959410462	0.2348642534164794	32.330671223710674	2.5936685209500355e-229	1.1199460673462254e-225	AAEL009585		protein_coding
12.82082630337822	LOC110676688	7.246893479299046	1.2755843065222856	5.289257201426044	1.2281409074455055e-7	1.7106814317257073e-5	AAEL023901		lncRNA
7.432922933775989	LOC110675398	6.459202186702544	1.3481745429124932	4.420200795238827	9.860923163636622e-6	0.0010301483763044258	AAEL026396		protein_coding
73.78172004938574	LOC5576373	6.309181872871238	0.6345062594062717	9.155436667097783	5.413840866247849e-20	2.1915904556679574e-17	AAEL025784		protein_coding
88.3993473504802	LOC110678820	6.155715092428606	0.5495190537247343	10.292118269772812	7.647516980369328e-25	4.127747290154345e-22	AAEL022110		lncRNA
5.414562329263726	LOC5575459	6.003408186131418	1.4285211909884181	3.8525212092398267	1.1690784691845602e-4	0.009646014324724072	AAEL011839		protein_coding
17.946986959017188	LOC110679327	5.848985028260763	1.1067681290243396	4.832977105128703	1.3450626115849896e-6	1.5985267037130235e-4	AAEL021588		lncRNA
54.740681774566035	LOC110676153	5.646862869136556	0.6137651234734922	8.385720648330132	5.0415932366137595e-17	1.632719969677366e-14	AAEL023448		protein_coding
574.2096859374128	LOC5570734	5.503022740585535	0.20338839698705635	24.598368514128794	1.314995463090964e-133	1.8927168032089276e-130	AAEL008511		protein_coding
7.11793760193505	LOC5564280	5.406945673933747	1.4083902228421146	3.4840810411418435	4.938299348040275e-4	0.03495668292596378	AAEL014380		protein_coding
3.4365467055817334	LOC110675757	5.346939462696857	1.5204296768492442	3.187874807035516	0.0014332257547565491	0.09100983542704087	AAEL025770		protein_coding
3.4333761537293968	LOC110677225	5.345887542374642	1.5554954183867464	3.115333857685332	0.001837368218417253	0.11388166459989041	AAEL020604		lncRNA
37.87626437228423	LOC5579957	5.332219924860217	0.6687705048174304	7.225527875484549	4.991590656849045e-13	1.2678640268396573e-10	AAEL007598		protein_coding
37.52511041145641	LOC110677024	5.314389745093706	0.6625226529960577	7.26675491520492	3.682259993300403e-13	9.539999190642683e-11	AAEL022837		lncRNA
35.10784816002279	LOC5567552	5.217647999895116	0.6623103913761567	7.123016732521332	1.0558999552549423e-12	2.6304092346870235e-10	AAEL026609		protein_coding
3.097238572281981	LOC110674603	5.194893942704706	1.5746205934779856	2.9816032904375604	0.002867432997928047	0.161498813283304	AAEL021117		lncRNA
11.481512824741575	LOC5571251	5.18924808257513	1.1526403404412373	4.068266499140624	4.736419222025221e-5	0.004290599622525504	AAEL001555		protein_coding
32.99475533219178	LOC5579958	5.124436250350226	0.687063426757961	6.730726844494555	1.688176303349812e-11	3.5850222678022072e-9	AAEL007584		protein_coding
2.8987656803938853	LOC110675399	5.100903787496414	1.579301099196725	2.913253077476206	0.0035768458960431055	0.19886035080404457	AAEL022796		protein_coding
5.782317469535659	LOC5564224	5.095390598645629	1.3835063377870431	3.3215537024543624	8.951775385616737e-4	0.05946733248475857	AAEL004171		protein_coding
1064.8907361744305	LOC5569133	5.092176989728398	0.14529536123410908	31.605805930233327	3.072588440192404e-219	9.9505776635631e-216	AAEL019707		protein_coding
29.12789219224869	LOC110676574	4.941394232434261	0.697600586833478	6.366672156332993	1.9317345848140654e-10	3.909951533075219e-8	AAEL021124		lncRNA
9.530209011873596	LOC5579517	4.9156758884110685	1.1905352685010533	3.7089836859437497	2.0809283370116371e-4	0.01623876245641491	AAEL014993		protein_coding
2505.7804801492084	LOC5575279	4.853500754562458	0.11622514100585926	37.45747879405012	4.5383138362502064e-307	2.939465871739259e-303	AAEL014896		protein_coding
2.3359109714707116	LOC110675110	4.791926008839245	1.6630570509031888	2.5807449037952996	0.009858740123550699	0.47475880877500276	AAEL026388		protein_coding
2.1701474118654143	LOC5570420	4.6838034435610405	1.681035286916803	2.488825473279969	0.012816586462684482	0.5888210282702874	AAEL021230		protein_coding
11.702422543879528	LOC5579510	4.6134989625785225	0.9791288810585733	4.201182338867651	2.655246220365742e-5	0.0024924680825085376	AAEL015140		protein_coding
18.617068782956203	LOC23687921	4.544019782363514	0.7626461343159329	5.302616246774606	1.1415472800362912e-7	1.6250113698450677e-5	AAEL017501		protein_coding
1.9419903740051725	LOC5573077	4.528135597710943	2.036720459937951	1.9777557484907184	0.047956267795276536	1	AAEL010263		protein_coding
1203.510123647524	LOC5564435	4.403732802886028	0.13693506188828716	28.507912794976697	9.346350415989557e-179	2.4214524657745747e-175	AAEL014445		protein_coding
87.61652593313725	LOC5566760	4.391586330194745	0.36958199153373983	10.529696844927235	6.303716355149287e-26	3.888492460219232e-23	AAEL005618	chitin synthase [Source:VB Community Annotation]	protein_coding
12.914702875897948	LOC110674818	4.327978077657697	0.8732702383910133	4.383497695639653	1.1678888484766488e-5	0.0011912466254461818	AAEL021121		protein_coding
3.3993498263110054	LOC5577782	4.305357414107617	1.5236610521621121	2.497509146609558	0.012506923858788243	0.578623898809796	AAEL013371		protein_coding
389.6670891287483	LOC5564004	4.275820483285093	0.1753195949653398	21.536785343541105	7.042793463581009e-103	9.123234652722841e-100	AAEL025467		protein_coding
1.626025282972892	LOC110678039	4.267664669661078	1.8335764008588018	2.0548173874273234	0.03989664615077755	NA	AAEL021517		lncRNA
